Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"19/01/2018","APT.14 - THE COURTYARD, FLOWER HILL, NAVAN","Meath","","€88,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2018","BRUNELLA, SMITHSTOWN, DROGHEDA","Meath","","€305,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2018","PHEPOTSTOWN, KILCOCK, MEATH","Meath","","€900,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/01/2018","1 ABBEYFIELDS, CLONARD, MEATH","Meath","","€285,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/01/2018","11 DE VERDON PLACE, ROBINSTOWN, MEATH","Meath","","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/01/2018","13 GRACEMEADOW COURT, STAMULLEN, MEATH","Meath","","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/01/2018","14 Dun Eimear, Eastham Road, Bettystown","Meath","","€219,383.25","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"22/01/2018","6 BEECH LAWN, BEAUFORT PLACE, NAVAN","Meath","","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/01/2018","1 KENLIS CRESCENT, KELLS, MEATH","Meath","","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/01/2018","15 KILDERRY HALL, ASHBOURNE, MEATH","Meath","","€211,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/01/2018","19 NEWCASTLEWOODS SQ, ENFIELD, MEATH","Meath","","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/01/2018","34 FOXBURY, BETTYSTOWN, MEATH","Meath","","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/01/2018","57 ST JOHNS WOOD PARK, ASHBOURNE, MEATH","Meath","","€268,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/01/2018","78 Knightswood, Matthews Lane, Drogheda","Meath","","€223,788.55","No","Yes","New Dwelling house /Apartment","greater than or equal to 125 sq metres"
"23/01/2018","BALLINASKEA, ENFIELD, MEATH","Meath","","€450,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/01/2018","TREETOPS, CORNASAUSE, CARNAROSS","Meath","","€287,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/01/2018","10 Maydenhayes Lodge, Morington, County Meath","Meath","","€243,524.23","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"24/01/2018","12 Maydenhayes Lodge, Maydenhayes, Mornington","Meath","","€262,995.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 125 sq metres"
"24/01/2018","32 Millbourne Drive, Millbourne, Slane Road","Meath","","€249,340.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"24/01/2018","4 ELTON COURT, MILLFARM, DUNBOYNE","Meath","","€500,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/01/2018","43 THE CAIRNS, CROSSAKIEL, KELLS","Meath","","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/01/2018","86 BAILIS DOWNS, OAK WAY, ATHLUMLEY NAVAN","Meath","","€246,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/01/2018","17 CONNAUGHT PLACE, ATHBOY, CO.MEATH","Meath","","€168,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/01/2018","18 The Green, Whitefield Manor, Bettystown","Meath","","€233,832.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"25/01/2018","22 THE VIEW, MILLMOUNT ABBEY, DROGHEDA","Meath","","€348,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/01/2018","49 ROS NA RI, NAVAN, MEATH","Meath","","€176,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/01/2018","6 THE COURTYARD, FLOWER HILL, NAVAN","Meath","","€85,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/01/2018","10 RIVERVIEW, MILL ROAD, SLANE","Meath","","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/01/2018","117 BLACKCASTLE DEMESNE, SLANE RD, NAVAN","Meath","","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/01/2018","13 The Avenue, Royal Oaks, Enfield","Meath","","€286,343.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"26/01/2018","17 THE CRESCENT, INSE BAY, LAYTOWN","Meath","","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/01/2018","19 Dun Eimear, Eastham Road, Bettystown","Meath","","€240,528.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 125 sq metres"
"26/01/2018","20 COACHYARD MANOR, ENFIELD, MEATH","Meath","","€245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/01/2018","27 AVONDALE DR, TRIM, MEATH","Meath","","€215,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/01/2018","27 The Gallops, Kinnegad Road, Trim","Meath","","€240,264.31","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"26/01/2018","3 THE RISE, FIVE OAKS VILLAGE, DUBLIN RD","Meath","","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/01/2018","30 The Gallops, Kinnegad Road, Trim","Meath","","€237,885.45","No","Yes","New Dwelling house /Apartment","greater than or equal to 125 sq metres"
"26/01/2018","32 THE VILLAGE GREEN, RATHOATH, MEATH","Meath","","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/01/2018","61 THE GREEN, INSE BAY, LAYTOWN","Meath","","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/01/2018","8 HOLLYBROOK, ROBINSTOWN, MEATH","Meath","","€376,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/01/2018","88 WOODLANDS, NAVAN, MEATH","Meath","","€233,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/01/2018","95 EASTHAM COURT, EASTHAM RD, BETTYSTOWN","Meath","","€153,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/01/2018","BALTRASNA, ASHBOURNE, MEATH","Meath","","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/01/2018","WESTWOOD, WOOD LANE, KILDALKEY","Meath","","€322,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/01/2018","10 Maydenhayes Square, Maydenhayes, Mornington","Meath","","€290,748.90","No","Yes","New Dwelling house /Apartment","greater than or equal to 125 sq metres"
"29/01/2018","12 Hanson Wood, Dunshaughlin, County Meath","Meath","","€281,938.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"29/01/2018","28 CLONMAGADDEN FORT, NAVAN, MEATH","Meath","","€222,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/01/2018","34 THE ELMS, ARCHERSTOWN DEMENSNE, ASHBOURNE","Meath","","€299,559.47","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"29/01/2018","4 SUMMERHILL, RD TRIM, MEATH","Meath","","€154,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/01/2018","5 Eastham Square, Eastham Road, Bettystown","Meath","","€259,911.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"29/01/2018","MAUDLINS, TRIM, MEATH","Meath","","€261,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"30/01/2018","10 Holsteiner Park, Williamstown Stud, Clonee","Meath","","€682,819.38","No","Yes","New Dwelling house /Apartment","greater than or equal to 125 sq metres"
"30/01/2018","11 HANSON WOOD, DUNSHAUGHLIN","Meath","","€281,938.33","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"30/01/2018","164 BETAGHSTOWN WOOD, THE NARROWAYS, BETTYSTOWN","Meath","","€365,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/01/2018","18 BECTIVE PARK BECTIVE LODGE, KILMESSAN, MEATH","Meath","","€207,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/01/2018","20 CHURCHLANDS, SLANE, MEATH","Meath","","€165,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/01/2018","20 THE MAPLES, NARROWAY RD, BETTYSTOWN","Meath","","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/01/2018","24 Dunville Park, 'Dunville', Athlumney","Meath","","€227,312.78","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"30/01/2018","99 EASTHAM COURT, EASTHAM RD, BETTYSTOWN","Meath","","€182,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/01/2018","BUSHROAD, GIBBSTOWN, NAVAN","Meath","","€240,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"30/01/2018","CHURCH RD, MOAT, OLDCASTLE","Meath","","€10,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"31/01/2018","12 DUN EIMEAR, EASTHAM ROAD, BETTYSTOWN","Meath","","€251,100.45","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"31/01/2018","16 BEECH LAWN, JOHNSTOWN WOOD, NAVAN","Meath","","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/01/2018","23 Dunville Park, Dunville, Athlumney","Meath","","€237,886.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"31/01/2018","23 THE GREEN, INSE BAY, LAYTOWN","Meath","","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/01/2018","31  The Meadows, Whitefield Manor, Bettystown","Meath","","€318,722.46","No","Yes","New Dwelling house /Apartment","greater than or equal to 125 sq metres"
"31/01/2018","33 The Elms, Archerstown Demesne, Ashbourne","Meath","","€286,343.61","No","Yes","New Dwelling house /Apartment","greater than or equal to 125 sq metres"
"01/02/2018","10 THE GROVE, PLUNKETT HALL, DUNBOYNE","Meath","","€450,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2018","16 Maydenhayes Lodge, Maydenhayes, Mornington","Meath","","€262,995.60","No","Yes","New Dwelling house /Apartment","greater than or equal to 125 sq metres"
"01/02/2018","18 Duneimear, Eastham Rd, Bettystown","Meath","","€219,383.26","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"01/02/2018","23 PRESTON PARK, JULIANSTOWN, MEATH","Meath","","€420,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2018","ALEXANDERAIDE, NAVAN, MEATH","Meath","","€452,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2018","GLEBE HOUSE, CLOMMELLON, NAVAN","Meath","","€760,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2018","13 THE CLOISTERS, OLDCASTLE RD, KELLS","Meath","","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2018","14 Hanson Wood, Dunshaughlin, County Meath","Meath","","€281,938.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"02/02/2018","14 THE ASHES, ASHBOURNE, MEATH","Meath","","€191,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2018","15 SPIREVIEW PARADE, JOHNSTOWN, NAVAN","Meath","","€208,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2018","18 GLASHEEN KENTSTOWN NAVAN, MEATH","Meath","","€175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2018","28 ROCKFIELD RD, KELLS, MEATH","Meath","","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2018","31 the elms, archerstwn demesne, ashbourne","Meath","","€325,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"02/02/2018","6 ATHLUMNEY CASTLE, ATHLUMNEY, NAVAN","Meath","","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2018","8 Maydenhayes Road, Maydenhayes, Mornington","Meath","","€320,000.00","No","No","New Dwelling house /Apartment","greater than or equal to 125 sq metres"
"02/02/2018","JASKIN VIEW, TOWER RD, MORNINGTON","Meath","","€365,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2018","No. 25 Dunville Park, Dunville, Athlumney","Meath","","€224,669.60","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"02/02/2018","No.4 Dun Eimear, Eastham Road, Bettystown","Meath","","€215,859.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"05/02/2018","13 Maydenhayes Lodge, Mornington","Meath","","€259,559.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"05/02/2018","77 Knightswood, Matthews Lane, Drogheda","Meath","","€223,788.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"05/02/2018","LACKANASH, TRIM, MEATH","Meath","","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/02/2018","35 SUPPLE PARK, DUNSHAUGHLIN, MEATH","Meath","","€402,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/02/2018","42 Kellatt's Grove, Lagore Road, Dunshaughlin","Meath","","€232,127.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"06/02/2018","43 Kellett's Grove, Lagore Road, Dunshaughlin","Meath","","€232,127.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"06/02/2018","43 LACKANASH, TRIM, MEATH","Meath","","€279,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/02/2018","44 Kellett's Grove, Lagore Road, Dunshaughlin","Meath","","€232,127.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"06/02/2018","45 Kellett's Grove, Lagore Road, Dunshaughlin","Meath","","€232,127.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"06/02/2018","46 Kellett's Grove, Lagore Road, Dunshaughlin","Meath","","€227,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"06/02/2018","47 Kellett's Grove, Lagore Road, Dunshaughlin","Meath","","€227,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"06/02/2018","8 GLEN ABHAINN GREEN, ENFIELD, MEATH","Meath","","€177,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/02/2018","80 THE BELFRY, TRIM, MEATH","Meath","","€215,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/02/2018","1 GLEBE PARK, RATOATH, MEATH","Meath","","€445,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/02/2018","1 Wafre Lodge, Ashbourne","Meath","","€387,665.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"07/02/2018","19 ATHLUMNEY CASTLE, NAVAN, MEATH","Meath","","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/02/2018","24 FR MCCULLEN PARK, KELLS, CO MEATH","Meath","","€128,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/02/2018","42 ROS NA RI, COMMONS RD, NAVAN","Meath","","€206,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/02/2018","BEAMORE, DROGHEDA, CO. MEATH","Meath","","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/02/2018","LAGORE LODGE, LAGORE, DUNSHAUGHLIN","Meath","","€376,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/02/2018","STACKALLEN, SLANE, MEATH","Meath","","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2018","2 Willow Close, Dunshaughlin","Meath","","€299,559.47","No","Yes","New Dwelling house /Apartment","greater than or equal to 125 sq metres"
"08/02/2018","29 The Elms, Archerstown Demesne, As","Meath","","€286,343.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"08/02/2018","32, The Elms, Archerstown Demense","Meath","","€286,344.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"08/02/2018","51 RIVERMILL VIEW, NAVAN, MEATH","Meath","","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2018","66 KNIGHTSBROOK CRESCENT, TRIM, MEATH","Meath","","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2018","PIERCETOWN, FORDSTOWN, NAVAN","Meath","","€147,550.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/02/2018","11 Maydenhayes Road, Mornington","Meath","","€242,290.75","No","Yes","New Dwelling house /Apartment","greater than or equal to 125 sq metres"
"09/02/2018","117 THE OLD MILL, RATOATH, MEATH","Meath","","€156,400.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/02/2018","123 STEEPLECHASE GREEN, RATOATH, MEATH","Meath","","€308,000.00","No","No","Second-Hand Dwelling house /Apartment",""
