Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"08/01/2021","20 THE ALDERS, AVOYRWEN, DULEEK RD","Meath","","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2021","35 BAILIS DOWNS JOHNSTOWN NAVAN, MEATH","Meath","","€217,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2021","7 Oldbridge Manor, Drogheda","Meath","","€251,101.32","No","Yes","New Dwelling house /Apartment",""
"08/01/2021","KILMORE, KILCOCK, MEATH","Meath","","€377,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/01/2021","LOUGHCREW HOUSE, CURLEYLAND, ATHBOY","Meath","","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2021","123 Dun Eimear, Castlemartin Road, Bettystown","Meath","","€259,911.88","No","Yes","New Dwelling house /Apartment",""
"11/01/2021","19 Seoid Na Tra, Bettystown","Meath","","€263,436.12","No","Yes","New Dwelling house /Apartment",""
"11/01/2021","4 DISTILLERY QUAY, NAVAN, MEATH","Meath","","€118,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/01/2021","LOUGHER, DULEEK, MEATH","Meath","","€505,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2021","13 ASHEWOOD CLOSE, ASHEWOOD, HUNTERS LANE ASHBOURNE MEATH","Meath","","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2021","56 Dun Rioga Crescent, Drumree Road, Dunshaughlin","Meath","","€277,533.00","No","Yes","New Dwelling house /Apartment",""
"12/01/2021","82 Fairfield, Dunshaughlin, County Meath","Meath","","€281,938.33","No","Yes","New Dwelling house /Apartment",""
"12/01/2021","APT 4 CENTREPOINT, FAIRYHOUSE ROAD, RATOATH","Meath","","€226,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/01/2021","PAGESTOWN, KILCLOON, MEATH","Meath","","€512,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2021","1 FLOWERVILLE, FLOWERHILL, NAVAN","Meath","","€890,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2021","11 MAIN COURTYARD, HEADFORT DEMESNE, KELLS","Meath","","€258,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2021","2 The Covert, Ratoath","Meath","","€374,449.00","No","Yes","New Dwelling house /Apartment",""
"13/01/2021","4 Willow Green, Dunshauglin","Meath","","€308,370.00","No","Yes","New Dwelling house /Apartment",""
"13/01/2021","5 FLOWERVILLE, NAVAN, MEATH","Meath","","€505,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/01/2021","81 Willow Drive, THE WILLOWS, DUNSHAUGHLIN","Meath","","€290,748.90","No","Yes","New Dwelling house /Apartment",""
"13/01/2021","9 Dun Rioga Place, Dunshaughlin","Meath","","€330,396.00","No","Yes","New Dwelling house /Apartment",""
"14/01/2021","1 KILLEGLAND RISE, ASHBOURNE, MEATH","Meath","","€418,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2021","29 Kilcarn Woods, Navan, County Meath","Meath","","€295,625.00","No","Yes","New Dwelling house /Apartment",""
"14/01/2021","50 Dún Ríoga Crescent, Dún Ríoga, Drumree Road","Meath","","€255,506.00","No","Yes","New Dwelling house /Apartment",""
"14/01/2021","BRACETOWN, DUNBOYNE","Meath","","€425,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/01/2021","GREENACRES, TOWLAGHT, CLONARD","Meath","","€390,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2021","105 RACEHILL RD, RACEHILL MANOR, ASHBOURNE","Meath","","€430,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2021","13 BALLYGARTH MANOR, JULIANSTOWN, MEATH","Meath","","€480,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2021","25 BECTIVE AVE, KILMESSAN, CO MEATH","Meath","","€228,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2021","67 Willow Drive, The Willows, Dunshaughlin","Meath","","€288,986.00","No","Yes","New Dwelling house /Apartment",""
"15/01/2021","9 Dun Cairn, Donacarney","Meath","","€458,150.00","No","Yes","New Dwelling house /Apartment",""
"15/01/2021","HARLOCKSTOWN, ASHBOURNE, CO. MEATH","Meath","","€355,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2021","HOATHSTOWN, DRUMCONRATH, NAVAN","Meath","","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/01/2021","SUNNYBANK, KILMAINHAM, KELLS","Meath","","€176,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2021","2 BALRATH WOOD, KELLS, CO MEATH","Meath","","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2021","4 WOODFIELD, BALLIVOR, MEATH","Meath","","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2021","50 The Willow Avenue, The Willows, Dunshaughin","Meath","","€295,154.00","No","Yes","New Dwelling house /Apartment",""
"18/01/2021","88 ABBEYGROVE, NAVAN, CO MEATH","Meath","","€226,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2021","ARDGLASS, BALREASK, NAVAN","Meath","","€419,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2021","KEENOGUE, DULEEK, MEATH","Meath","","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2021","ROESTOWN, DUNSHAUGHLIN, MEATH","Meath","","€285,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2021","SUMMERBANK, OLDCASTLE, CO MEATH","Meath","","€199,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2021","DUNHEEDA, KINGSCOURT, MEATH","Meath","","€169,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2021","TULLYARD, KILBRIDE ROAD, TRIM","Meath","","€985,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2021","1 CASTLELAWNS, SUMMERHILL, MEATH","Meath","","€182,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2021","12 BATH ABBEY, DUNLEEK, MEATH","Meath","","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2021","129 CLUAIN RI, ASHBOURNE, MEATH","Meath","","€245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2021","14 GRACEMEADOW WALK, STAMULLEN, MEATH","Meath","","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2021","150 RATH LODGE, ASHBOURNE, MEATH","Meath","","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2021","21 BECTIVE PLACE, KELLS, MEATH","Meath","","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2021","48 NEW INN, ENFIELD, MEATH","Meath","","€248,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2021","62 VICTORINE ABBEY, TRIM, MEATH","Meath","","€283,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2021","70 FLOWER HILL, NAVAN, MEATH","Meath","","€157,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2021","8 HAZELWOOD, BALLIVOR, MEATH","Meath","","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/01/2021","16  Rye Grove, Millerstown, Kilcock","Meath","","€289,775.00","No","Yes","New Dwelling house /Apartment",""
"21/01/2021","32 The Dale, Whitefield Hall, Bettystown","Meath","","€220,264.00","No","Yes","New Dwelling house /Apartment",""
"21/01/2021","53 LIMEKILN WOOD, NAVAN, MEATH","Meath","","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/01/2021","6 STREAMSTOWN, RATOATH, MEATH","Meath","","€410,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/01/2021","GILBERTSTOWN, LONGWOOD, ENFIELD","Meath","","€335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/01/2021","ROSMEEN, KELLS, MEATH","Meath","","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/01/2021","STALEEN, DONORE, DROGHEDA","Meath","","€390,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/01/2021","10 ST BRIGIDS VILLAS, NAVAN, COUNTY MEATH","Meath","","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/01/2021","141 BLACKCASTLE DEMENSE NAVAN, MEATH","Meath","","€215,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/01/2021","158 CLUAIN RI, ASHBOURNE, MEATH","Meath","","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/01/2021","180 STEEPLECHASE GREEN, RATOATH, MEATH","Meath","","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/01/2021","22 ATHLUMNEY VILLAGE, NAVAN, MEATH","Meath","","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/01/2021","3 Dun Rioga Crescent, Dun Rioga, Drumree Road","Meath","","€273,128.00","No","Yes","New Dwelling house /Apartment",""
"22/01/2021","61 STONYFORD, BALLIVOR, MEATH","Meath","","€265,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/01/2021","7 CANTERBROOK, TRIM ROAD, NAVAN","Meath","","€262,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/01/2021","KNOCKMARK, DRUMREE, CO MEATH","Meath","","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/01/2021","MOURNEVIEW MULLAGHMORE, DRUMCONRATH, CO MEATH","Meath","","€134,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/01/2021","33 PARK PLACE, GRANGERATH, DROGHEDA","Meath","","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/01/2021","38 MILLBOURNE AVE, MILLBOURNE, CO MEATH","Meath","","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/01/2021","4 Glen Boann, Donacarney Little, Donacarney","Meath","","€263,436.00","No","Yes","New Dwelling house /Apartment",""
"25/01/2021","63 OLD BALREASK WOODS, NAVAN, MEATH","Meath","","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/01/2021","FRANKSTOWN, DUNSHAUGHLIN, MEATH","Meath","","€490,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/01/2021","PRESTONS CROSS, OLDCASTLE, CO MEATH","Meath","","€255,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/01/2021","16 Seoid Na Tra, Bettystown, Meath","Meath","","€284,140.90","No","Yes","New Dwelling house /Apartment",""
"26/01/2021","6  Kilcarn Woods, Johnstown Village, Navan","Meath","","€330,396.00","No","Yes","New Dwelling house /Apartment",""
"27/01/2021","1 BLACKWATER PARK, NAVAN, MEATH","Meath","","€285,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/01/2021","2 BRACKINRAINEY WOOD, LONGWOOD, CO. MEATH","Meath","","€215,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/01/2021","21 BECTIVE PARK, KILMESSAN, MEATH","Meath","","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/01/2021","30 CHERRYHILL COURT KELLS, MEATH","Meath","","€199,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/01/2021","KILTALE, DUNSANY, MEATH","Meath","","€400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/01/2021","129 GRANGE HALL, DUNSHAUGHLIN, MEATH","Meath","","€301,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/01/2021","19 Rye Grove, Millerstown, Kilcock","Meath","","€343,612.33","No","Yes","New Dwelling house /Apartment",""
"28/01/2021","30 THE BELFRY, ATHBOY RD, TRIM","Meath","","€247,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/01/2021","5 BEECH GROVE, JOHNSTOWN WOOD, NAVAN","Meath","","€265,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/01/2021","12 Dun Cairn, Donacarney, Co. Meath","Meath","","€548,000.00","No","Yes","New Dwelling house /Apartment",""
"29/01/2021","12 KRIBENSIS MANOR, WILLIAMSTOWN STUD, CLONEE","Meath","","€800,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/01/2021","24 TUBBERCLAIRE MEADOWS, ATHLUMNEY, NAVAN","Meath","","€228,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/01/2021","33 THE RISE, MILLTREE PARK, RATOATH","Meath","","€292,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/01/2021","34 BLACKCASTLE EST, NAVAN, MEATH","Meath","","€197,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/01/2021","42 ABBEYFIELDS, CLONARD, MEATH","Meath","","€287,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/01/2021","6 WHEATFIELD, CORTOWN, KELLS","Meath","","€81,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"29/01/2021","73 Fairfield, Dunshaughlin","Meath","","€281,939.00","No","Yes","New Dwelling house /Apartment",""
"29/01/2021","74 THE COURT, DUNBOYNE CASTLE, DUNBOYNE","Meath","","€238,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/01/2021","CLONDOOGAN, SUMMERHILL, MEATH","Meath","","€442,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/01/2021","GIRLEY RD, FORDSTOWN, NAVAN","Meath","","€400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/01/2021","LITTLERATH, TRIM, MEATH","Meath","","€435,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/01/2021","MAIN RD, GORMANSTOWN, MEATH","Meath","","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2021","10 EASTHAM COURT, BETTYSTOWN, MEATH","Meath","","€185,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2021","10 VILLAGE GROVE, KILBRECK, STAMULLEN","Meath","","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2021","101 LACKANASH NAVAN RD, TRIM, MEATH","Meath","","€255,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2021","12 BLACKCASTLE DEMESNE, NAVAN, CO MEATH","Meath","","€324,950.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2021","131 CLUAIN RI, ASHBOURNE, MEATH","Meath","","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2021","14 Maydenhayes Glen, Maydenhayes, Mornington","Meath","","€263,876.65","No","Yes","New Dwelling house /Apartment",""
"01/02/2021","25 Athlumney Close, Kentstown Road, Navan","Meath","","€259,912.00","No","Yes","New Dwelling house /Apartment",""
"01/02/2021","5 FORGEHILL WALK, STAMULLEN, MEATH","Meath","","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2021","70 BALREASK VILLAGE, TRIM ROAD, NAVAN","Meath","","€229,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2021","COALPITS, SLANE, COUNTY MEATH","Meath","","€20,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"01/02/2021","MANORLANDS, NEWHAGGARD RD, TRIM","Meath","","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2021","PLATTEN TERRACE, DROGHEDA, MEATH","Meath","","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2021","ROSE COTTAGE, BOHERMEEN, NAVAN","Meath","","€440,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2021","THE CARRIAGE HOUSE, SOMERVILLE, KENTSTOWN","Meath","","€860,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2021","1 FLOWERHILL CRESCENT, FLOWERHILL, MEATH","Meath","","€185,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2021","162 SILVERLAWNS, NAVAN, MEATH","Meath","","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2021","23 ASHEWOOD GLEN, ASHBOURNE, MEATH","Meath","","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2021","27A THE BELFRY, ATHBOY RD, TRIM","Meath","","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2021","3 The Deaconry, Moynalty Road, Kells","Meath","","€414,207.05","No","Yes","New Dwelling house /Apartment",""
"02/02/2021","89 BALREASK VILLAGE, NAVAN, MEATH","Meath","","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2021","APT 1, 52 BREWS HILL, NAVAN","Meath","","€64,333.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2021","APT 2, 52 BREWS HILL, NAVAN","Meath","","€64,333.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2021","APT 3, 52 BREWS HILL, NAVAN","Meath","","€64,334.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2021","IRISHTOWN, ROBINSTOWN, NAVAN","Meath","","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2021","PROUDSTOWN RD, NAVAN, MEATH","Meath","","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2021","13 CRANNOG, LAGORE RD, DUNSHAUGHLIN","Meath","","€370,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2021","3 The View, Oldbridge Manor, Rathmullen","Meath","","€246,696.00","No","Yes","New Dwelling house /Apartment",""
"03/02/2021","48 Maydenhayes Road, Mornington","Meath","","€303,964.00","No","Yes","New Dwelling house /Apartment",""
"03/02/2021","50 LAGAVOOREN MANOR, BEAMORE RD, DROGHEDA","Meath","","€260,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2021","BROWNSTOWN, KILCLOON, MEATH","Meath","","€490,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2021","HIGGINSTOWN, ATHBOY, MEATH","Meath","","€56,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/02/2021","118 SILVERLAWN, NAVAN, MEATH","Meath","","€217,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/02/2021","14 THE CLOISTERS, BETTYSTOWN, MEATH","Meath","","€385,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/02/2021","151 ATHLUMNEY CASTLE, NAVAN, MEATH","Meath","","€305,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/02/2021","18 NEWCASTLE WOODS AVE, ENFIELD, MEATH","Meath","","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/02/2021","19 SUPPLE HALL, DUNSHAUGHLIN, MEATH","Meath","","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/02/2021","22 MARIAN VILLAS, LAYTOWN, MEATH","Meath","","€188,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/02/2021","27 CASTLE ABBEY, TRIM, MEATH","Meath","","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/02/2021","31 THE COURTYARD, MAELDUIN, DUNSHAUGHLIN","Meath","","€205,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/02/2021","4 Effernock Grove, Trim","Meath","","€352,422.00","No","Yes","New Dwelling house /Apartment",""
"04/02/2021","54 Summerseat Avenue, Clonee, Co Meath","Meath","","€273,127.75","No","Yes","New Dwelling house /Apartment",""
"04/02/2021","71 Willow Drive, The Willows, Dunshaughlin","Meath","","€284,581.00","No","Yes","New Dwelling house /Apartment",""
"04/02/2021","76 CORBALLIS DEMESNE, RATOATH, CO MEATH","Meath","","€207,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/02/2021","CAULSTOWN, DUNBOYNE, MEATH","Meath","","€540,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/02/2021","12 Cluain Adain Rise, Clonmagadden, Navan","Meath","","€229,074.00","No","Yes","New Dwelling house /Apartment",""
"05/02/2021","2 Priestown Avenue, Priestown, Kilbride","Meath","","€475,750.00","No","Yes","New Dwelling house /Apartment",""
"05/02/2021","2 The View, Oldbridge Manor, Rathmullen","Meath","","€277,533.00","No","Yes","New Dwelling house /Apartment",""
"05/02/2021","20 THE CLOISTERS, BETTYSTOWN, MEATH","Meath","","€375,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/02/2021","22 CILL CARBAN, DULEEK, MEATH","Meath","","€237,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/02/2021","27 The Meadows, Castle Farm, Dunboyne","Meath","","€317,180.00","No","Yes","New Dwelling house /Apartment",""
"05/02/2021","28 THE AVENUE, INNWOOD, ENFIELD","Meath","","€226,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/02/2021","37 PARK VALE, GRANGE RATH, DROGHEDA","Meath","","€205,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/02/2021","5 TARA COURT, ASHBOURNE, CO MEATH","Meath","","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/02/2021","68 Willow Drive, The Willows, Dunshaughlin","Meath","","€284,581.50","No","Yes","New Dwelling house /Apartment",""
"05/02/2021","78 THE WAY, DUNBOYNE CASTLE, DUNBOYNE","Meath","","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/02/2021","90 Fairfield, Dunslaughlin","Meath","","€321,585.89","No","Yes","New Dwelling house /Apartment",""
"05/02/2021","92 Faitfield, Dunsaughlin, Meath","Meath","","€321,584.89","No","Yes","New Dwelling house /Apartment",""
"05/02/2021","STONE HAVEN, STATION ROAD, DULEEK","Meath","","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2021","22 KILLEGLAND HOUSE, KILLEGLAND ST, ASHBOURNE","Meath","","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2021","23 THE COURTYARD, DUNSHAUGHLIN, MEATH","Meath","","€205,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2021","31 PARK GATE, GRANGERATH, DROGHEDA","Meath","","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2021","51 Summerseat Avenue, Clonee","Meath","","€273,127.75","No","Yes","New Dwelling house /Apartment",""
"08/02/2021","65 CLUSKER PARK, NAVAN, MEATH","Meath","","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2021","AISHLING, ROESTOWN, DRUMREE","Meath","","€725,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2021","APARTMENT 10, TOBAIR BAN, OLDCASTLE RD","Meath","","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2021","APARTMENT 11, TOBAIR BAN, OLCASTLE ROAD","Meath","","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2021","APARTMENT 12 TOBAIR BAN, OLDCASTLE ROAD, KELLS","Meath","","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2021","APARTMENT 13 TOBAIR BAN, OLDCASTLE ROAD, KELLS","Meath","","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2021","APT 43 PARK WOOD, GRANGE RATH, DROGHEDA","Meath","","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2021","ROBINSTOWN, BALLIVOR, MEATH","Meath","","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/02/2021","197 ATHLUMNEY CASTLE, NAVAN, MEATH","Meath","","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/02/2021","4 CARNE WOOD, JOHNSTOWN, NAVAN","Meath","","€533,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/02/2021","4 Kilcarn Woods, Navan","Meath","","€330,396.00","No","Yes","New Dwelling house /Apartment",""
"09/02/2021","80 WILLOW DRIVE, DUNSHAUGHLIN, CO. MEATH","Meath","","€281,938.00","No","Yes","New Dwelling house /Apartment",""
"10/02/2021","14 Maydenhayes Crescent, Mornington","Meath","","€263,876.65","No","Yes","New Dwelling house /Apartment",""
"10/02/2021","43 Effernock Crescent, Trim","Meath","","€365,639.00","No","Yes","New Dwelling house /Apartment",""
"10/02/2021","50 The Green, Silverbanks, Stamullen","Meath","","€321,585.00","No","Yes","New Dwelling house /Apartment",""
"10/02/2021","7 Maydenhayes Crescent, Donacarney, Co. Meath","Meath","","€370,044.00","No","Yes","New Dwelling house /Apartment",""
"10/02/2021","93 Fairfield, Dunshaughlin, Co. Meath","Meath","","€321,586.00","No","Yes","New Dwelling house /Apartment",""
"10/02/2021","LEAFIN, NOBBER, MEATH","Meath","","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/02/2021","SUMMERHILL, DUNBOYNE, MEATH","Meath","","€575,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/02/2021","1 ST ULTANS TERRACE, ABBEY RD, NAVAN","Meath","","€135,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/02/2021","11 THE GROVE, WHITEFIELD HALL, BETTYSTOWN","Meath","","€251,101.00","No","Yes","New Dwelling house /Apartment",""
"11/02/2021","111 MILLRACE, DULEEK, MEATH","Meath","","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/02/2021","49 Summerseat Avenue, Clonee","Meath","","€277,533.00","No","Yes","New Dwelling house /Apartment",""
"11/02/2021","7 MILLTREE CRESCENT MILLTREE PARK, RATOATH, MEATH","Meath","","€205,000.00","No","No","Second-Hand Dwelling house /Apartment",""
