Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"12/02/2018","35 BURNABY MILL, GREYSTONES, WICKLOW","Wicklow","","€563,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/02/2018","4 Glenheron Walk, Glenheron, Greystones","Wicklow","","€409,692.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"12/02/2018","5 GREENHILL HEIGHTS, WICKLOW TOWN, WICKLOW","Wicklow","","€480,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/02/2018","BARONSTOWN, USK, DUNLAVIN","Wicklow","","€183,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/02/2018","13 THE ANCHORAGE, WICKLOW HARBOUR, WICKLOW TOWN","Wicklow","","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/02/2018","3 CLOVER HILL, KILBRIDE LANE, BRAY","Wicklow","","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/02/2018","9 Seagreen Drive, Chapel Road, Blacklion","Wicklow","","€458,150.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"13/02/2018","GLASNARGET, RATHDRUM, WICKLOW","Wicklow","","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/02/2018","GLENBOWER HOUSE, LOWER KINDLESTOWN RD, DELGANY","Wicklow","","€820,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2018","11 Glenheron Walk, Greystones","Wicklow","","€506,606.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"14/02/2018","15 WICKLOW HEIGHTS, WICKLOW","Wicklow","","€129,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2018","7 PEMBROKE VALE, HERBERT RD, BRAY","Wicklow","","€585,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2018","KILLACLORAN, AUGHRIM, CO WICKLOW","Wicklow","","€377,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2018","MAYCOT, LORETO AVE, SIDMONTON RD","Wicklow","","€309,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2018","MAIN STREET, BALTINGLASS, CO WICKLOW","Wicklow","","€53,685.10","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2018","10 Glenheron Walk, Greystones","Wicklow","","€506,607.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"16/02/2018","229 CHARLESLAND WOOD, GREYSTONES, WICKLOW","Wicklow","","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2018","30 KNOCKMORE, ARKLOW, WICKLOW","Wicklow","","€196,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2018","33 HOLLYBROOK PARK, BRAY, WICKLOW","Wicklow","","€490,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2018","3A KNOCKNAGOW, KILLARNEY RD, BRAY","Wicklow","","€360,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2018","4 ROCKYPOOL VILLAS, BLESSINGTON, CO WICKLOW","Wicklow","","€185,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2018","4 The Moorings, marina village, greystones","Wicklow","","€436,123.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 125 sq metres"
"16/02/2018","62 Barley Field, Wicklow Hills, Newtownmountkennedy","Wicklow","","€242,291.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"16/02/2018","RATHLIN, KILLARNEY RD, BRAY","Wicklow","","€960,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2018","SUNNYVIEW, 95A GILTSPUR WOOD, BRAY","Wicklow","","€265,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/02/2018","1 SPRINGFIELD COURT, WICKLOW TOWN, WICKLOW","Wicklow","","€315,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/02/2018","15 CHERRY GARDENS, DELGANY WOOD, DELGANY","Wicklow","","€400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/02/2018","16 The Moorings, Marina Village, Greystones","Wicklow","","€436,123.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 125 sq metres"
"19/02/2018","24 CHURCH HILL DUNLAVIN, WICKLOW","Wicklow","","€164,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/02/2018","3 Colii Na Carraige, Delganey, County Wicklow","Wicklow","","€704,845.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 125 sq metres"
"19/02/2018","32 DEERPARK COURT, BLESSINGTON, CO WICKLOW","Wicklow","","€184,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/02/2018","13 BROOKVIEW GARDENS, ARKLOW, WICKLOW","Wicklow","","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/02/2018","14 The Moorings, Marina Village, Greystones","Wicklow","","€495,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"20/02/2018","15 ROSEVILLE COURT, DUBLIN RD, BRAY","Wicklow","","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/02/2018","19 THE MOORINGS, MARINA VILLAGE, GREYSTONES","Wicklow","","€497,798.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"20/02/2018","6 BRITTAS BAY VILLAGE, BRITTAS BAY, WICKLOW","Wicklow","","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/02/2018","64 Barley Field  Wicklow Hills, Newtownmountkennedy","Wicklow","","€207,048.00","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"20/02/2018","No. 5 The Moorings, Marina Village, Greystones","Wicklow","","€458,149.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 125 sq metres"
"21/02/2018","10 The Moorings, Marina Village, Greystones","Wicklow","","€436,123.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"21/02/2018","13 The Moorings, Marina Village, Greystones","Wicklow","","€458,149.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"21/02/2018","2 EDEN DRIVE, PRIORY ROAD, DELGANY","Wicklow","","€515,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/02/2018","4 Blackthorn Bay, Greenhill Road, Wicklow Town","Wicklow","","€430,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 125 sq metres"
"21/02/2018","66 Barley Field, Wicklow Hills, Newtownmountkennedy","Wicklow","","€237,885.46","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"21/02/2018","87 THE HEADLANDS, BRAY, WICKLOW","Wicklow","","€325,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/02/2018","1 The Moorings, Marina Village, Greystones","Wicklow","","€480,176.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"22/02/2018","ALTAN, BALLYROAN RD, KILQUADE","Wicklow","","€1,000,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/02/2018","APT 8 CHARLESLAND GROVE, GREYSTONES, CO WICKLOW","Wicklow","","€306,000.00","No","No","Second-Hand Dwelling house /Apartment",""
