Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"17/01/2017","18 The Strand, Marina Village, Greystones","Wicklow","","€577,092.51","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"17/01/2017","7 Barley Field, Wicklow Hills, Newtownmountkennedy","Wicklow","","€273,127.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"17/01/2017","GREENANE, RATHDRUM, WICKLOW","Wicklow","","€335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/01/2017","KNOCKLOW, TULLOW, CARLOW","Wicklow","","€93,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2017","3 LAUDERDALE TERRACE, VEVAY RD, BRAY","Wicklow","","€229,850.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2017","6 WOODBROOK LAWN, BOGHALL RD, BRAY","Wicklow","","€380,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2017","67 Marlton Hall, Wicklow","Wicklow","","€286,343.60","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"18/01/2017","9 GLEN NA SMOL, BOGHALL ROAD, BRAY","Wicklow","","€400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/01/2017","BALLINAPARK LODGE, ASHFORD, WICKLOW","Wicklow","","€730,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2017","11 THE BOULEVARD, BURKEEN, FRIARS HILL","Wicklow","","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2017","16 ROCKFIELD, BRITTAS BAY, WICKLOW","Wicklow","","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2017","3 MILLVIEW COURT, TINAHELY, WICKLOW","Wicklow","","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/01/2017","9 THE WAVERING, BLAINROE, WICKLOW","Wicklow","","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2017","161 GLEBEMOUNT, WICKLOW, WICKLOW","Wicklow","","€243,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2017","21 LOWER TINAHASK, ARKLOW, WICKLOW","Wicklow","","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2017","213 BELMONT, GREYSTONES RD, BRAY","Wicklow","","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2017","58 GREENPARK RD, BRAY, WICKLOW","Wicklow","","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2017","9 APPLEWOOD DRIVE, GREYSTONES, CO WICKLOW","Wicklow","","€555,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/01/2017","KNOCKENREE, AVOCA, WICKLOW","Wicklow","","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/01/2017","104 CONCORDIA, SEABOURNE VIEW, CHARLESLAND","Wicklow","","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/01/2017","22 GLENVIEW PARK, KILPEDDER, WICKLOW","Wicklow","","€415,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/01/2017","10 The Cove, Marina Village, Greystones","Wicklow","","€462,555.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 125 sq metres"
"24/01/2017","106 KNOCKMORE, ARKLOW, CO WICKLOW","Wicklow","","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/01/2017","17 AVALON, ARKLOW, WICKLOW","Wicklow","","€249,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/01/2017","20 WEST DEMESNE, DEMESNE, BALTINGLASS","Wicklow","","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/01/2017","22 EARLSCROFT, SOUTHERN CROSS RD, WICKLOW","Wicklow","","€465,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/01/2017","30 Kirvin Hill, Rathnew","Wicklow","","€209,107.93","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"24/01/2017","38 SANS SOUSI WOODS, BRAY, WICKLOW","Wicklow","","€550,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/01/2017","41 WOODLANDS PARK, ARKLOW, WICKLOW","Wicklow","","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/01/2017","51 CHURCHVIEW EDEN GATE, DELGANY, WICKLOW","Wicklow","","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/01/2017","97 HERBERT PARK, BRAY, CO WICKLOW","Wicklow","","€349,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/01/2017","104 APPLEWOOD HEIGHTS, GREYSTONES, CO WICKLOW","Wicklow","","€530,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/01/2017","183 CHARLESLAND PARK, GREYSTONES, WICKLOW","Wicklow","","€241,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/01/2017","3 Barleyfield, Wicklow Hills, Newtownmountkennedy","Wicklow","","€198,237.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"25/01/2017","7 WESTPARK, BLESSINGTON, WICKLOW","Wicklow","","€226,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/01/2017","79 HERBERT PARK, BRAY, CO WICKLOW","Wicklow","","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/01/2017","20 The Strand, Marina Village, Greystones","Wicklow","","€595,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"26/01/2017","29 ROSE HILL, WICKLOW","Wicklow","","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/01/2017","32 Kirvin Hill, Rathnew","Wicklow","","€281,125.01","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"26/01/2017","32 RATHMORE, AUGHRIM, WICKLOW","Wicklow","","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/01/2017","43 FR REDMOND PARK, ARKLOW, CO WICKLOW","Wicklow","","€75,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/01/2017","BARTRES, DRUMMIN WEST, DELGANY","Wicklow","","€610,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/01/2017","11 ABBEY ST, ARKLOW, WICKLOW","Wicklow","","€81,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/01/2017","18 GARDEN VILLAGE CRESCENT, KILPEDDER, WICKLOW","Wicklow","","€335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/01/2017","2 Barley Field, Wicklow Hills, Newtownmountkennedy","Wicklow","","€210,132.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"27/01/2017","4 WOODSTOCK, COLDROSS LANE, KILCOOLE","Wicklow","","€243,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/01/2017","43 THE MALTINGS, BRAY, WICKLOW","Wicklow","","€355,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/01/2017","57 CHURCH VIEW, EDEN GATE, DELGANY","Wicklow","","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/01/2017","6 MILLBROOK COURT, REDCROSS, WICKLOW","Wicklow","","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/01/2017","KILBRIDE HILL HOUSE, HERBERT ROAD, BRAY","Wicklow","","€5,000,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/01/2017","KNOCKADREET, ASHFORD, WICKLOW","Wicklow","","€545,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/01/2017","Site 21 Thorndale, Delgany","Wicklow","","€418,502.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 125 sq metres"
"30/01/2017","12 ARRAVON COURT, MEATH RD, BRAY","Wicklow","","€346,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/01/2017","2 BELAN ST, BALTINGLASS, WICKLOW","Wicklow","","€115,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/01/2017","30 Barley Field, Wicklow Hills, Newtownmountkennedy","Wicklow","","€207,047.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"30/01/2017","APARTMENT AMBER, VIOLET HILL, HERBERT ROAD","Wicklow","","€383,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/01/2017","BARRADERRY WEST, KILTEGAN, WICKLOW","Wicklow","","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/01/2017","MYRTLE LODGE STUD, DUNGANSTOWN, CO WICKLOW","Wicklow","","€375,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/01/2017","MYRTLE LODGE STUD, DUNGANSTOWN, WICKLOW","Wicklow","","€950,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/01/2017","TUCKMILL UPR, BALTINGLASS, CO WICKLOW","Wicklow","","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/01/2017","13 AUGHRIM HALL, AUGHRIM, WICKLOW","Wicklow","","€212,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/01/2017","14 AVOCA AVE, BRAY, CO WICKLOW","Wicklow","","€335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/01/2017","4 ST BRIDGETS TERRACE, ARKLOW, WICKLOW","Wicklow","","€86,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/01/2017","6 ROSSLYN, KILLARNEY RD, BRAY","Wicklow","","€335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/01/2017","APARTMENT 21, SOUTHPOINT, BRAY","Wicklow","","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/01/2017","CUNNIAMSTOWN, RATHDRUM, WICKLOW","Wicklow","","€425,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/01/2017","KILBALLYOWEN, AUGHRIM, WICKLOW","Wicklow","","€85,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/01/2017","SANTA MARIA, TIGHE AVE, MILLTOWN NORTH","Wicklow","","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/01/2017","Site No. 6 Seagreen Close, Chapel Road, Blacklion","Wicklow","","€348,017.62","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"01/02/2017","231 SEABOURNE VIEW, CHARLESLAND, GREYSTONES","Wicklow","","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2017","40 CLOVER HILL, BRAY, WICKLOW","Wicklow","","€285,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/02/2017","6 Barley Field, Wicklow Hills, Newtownmountkennedy","Wicklow","","€210,573.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"01/02/2017","ANAM CARA, BALLYNULTAGH, SHILLELAGH","Wicklow","","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/02/2017","28 Barley Field, wicklow hills, newtownmountkennedy","Wicklow","","€198,237.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"02/02/2017","29 Barley Field, Wicklow Hills, Newtownmountkennedy","Wicklow","","€198,237.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"02/02/2017","38 DERRYBAWN, REDNAGH RD, AUGHRIM","Wicklow","","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2017","14 GALTRIM RD, BRAY, WICKLOW","Wicklow","","€645,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2017","8 THE DOWNS, WILLOWGROVE, DELGANY","Wicklow","","€555,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/02/2017","No. 4, Barley Field, Wicklow Hills","Wicklow","","€207,048.46","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"06/02/2017","2 KILLARNEY COURT, BRAY, WICKLOW","Wicklow","","€460,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/02/2017","5 THE RISE, MEADOWVALE, KNOCKENRAHAN UPPER","Wicklow","","€213,216.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 125 sq metres"
"06/02/2017","6 KILLARNEY VILLAS, BRAY, WICKLOW","Wicklow","","€285,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/02/2017","11 THE COURTYARD, WICKLOW","Wicklow","","€197,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/02/2017","12 CHURCH AVE, EDEN GATE, DELGANY","Wicklow","","€352,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/02/2017","19 WOODLANDS COURT, GREYSTONES, WICKLOW","Wicklow","","€530,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/02/2017","2 MILLVIEW COURT, TINAHELY, WICKLOW","Wicklow","","€65,000.00","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"07/02/2017","APT 1, BRIGHTON HOUSE, PARNELL RD","Wicklow","","€221,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/02/2017","CASTLEWOOD, MILL RD, GREYSTONES","Wicklow","","€390,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/02/2017","CHURCH ST, DUNLAVIN, WICKLOW","Wicklow","","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2017","18 The Cove, Marina Village, Greystones","Wicklow","","€462,555.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"08/02/2017","5 CHAPEL LANE, AUGHRIM, CO. WICKLOW","Wicklow","","€112,880.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2017","6 DRUIDS WAY, DRUIDS GLEN, WICKLOW","Wicklow","","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2017","8 DRUIDS WAY, DRUIDS GLEN, WICKLOW","Wicklow","","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2017","ARD AOIBHINN, OLDOTNW, ROUNDWOOD WICKLOW","Wicklow","","€440,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/02/2017","WESTLYN, JOHNSTOWN UPPER, ARKLOW","Wicklow","","€67,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/02/2017","147 CHARLESLAND GROVE, GREYSTONES, WICKLOW","Wicklow","","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/02/2017","32 MARLTON PK, WICKLOW, WICKLOW","Wicklow","","€420,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/02/2017","4 THE TYNDLES, TINAHEALY, WICKLOW","Wicklow","","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/02/2017","40 CHERRY GLADE DELGANY WOOD, DELGANY, WICKLOW","Wicklow","","€385,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/02/2017","BALLYCAPPLE HILL, KILBRIDE, WICKLOW","Wicklow","","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/02/2017","CRONROE, ASHFORD, WICKLOW","Wicklow","","€650,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/02/2017","16 CHURCH DR, EDEN GATE, DELGANY","Wicklow","","€360,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/02/2017","16 UPPER MAIN ST, ARKLOW, MAIN ST","Wicklow","","€48,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/02/2017","17 HOLYWELL CRESCENT, SEA RD, KILCOOLE","Wicklow","","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/02/2017","25 The Strand, Marina Village","Wicklow","","€471,365.00","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"10/02/2017","25 UPPER GRATTAN PARK, GREYSTONES, GRATTAN PARK","Wicklow","","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/02/2017","3 Seaview, Seabank, Arklow","Wicklow","","€295,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 125 sq metres"
"10/02/2017","31 MALTON PARK, COOLATTIN RD, CARNEW WICKLOW","Wicklow","","€150,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"10/02/2017","74 HEADLANDS, PUTLAND RD, BRAY","Wicklow","","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/02/2017","AIRTON COTTAGE 4, GLENARD, AVE BRAY","Wicklow","","€312,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/02/2017","CLONPADDEN, ARKLOW, WICKLOW","Wicklow","","€70,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/02/2017","GLASHEDY, 25 BROOKLANDS, MARLTON RD","Wicklow","","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/02/2017","THE COTTAGE, BALLYCUMBER, BALLINGLEN","Wicklow","","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/02/2017","1 Barley Field, Wicklow Hills, Newtownmountkennedy","Wicklow","","€207,048.46","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"13/02/2017","47 MARLTON PK, MARLTON RD, WICKLOW","Wicklow","","€245,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"14/02/2017","13 ARBUTUS GROVE, BRAY, WICKLOW","Wicklow","","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2017","21 BROOK MEADOW, AVOCA, WICKLOW","Wicklow","","€286,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2017","39 FERRYBANK, ARKLOW, CO WICKLOW","Wicklow","","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2017","45 DEERPARK COURT, BLESSINGTON, WICKLOW","Wicklow","","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2017","5 WINE TAVERN MANOR, STRATFORD, STRATFORD ON SLANEY","Wicklow","","€435,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/02/2017","PAZ, BUTTERHILL, BLESSINGTON","Wicklow","","€400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2017","21 MOUNTAIN VIEW DR, MOUNTAIN BAY, ARKLOW","Wicklow","","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2017","21 WOLFE TONE SQUARE NORTH, BRAY, CO WICKLOW","Wicklow","","€216,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2017","39 CLUAIN ARD, SEA RD, ARKLOW","Wicklow","","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2017","44 EMYVALE, BALLYRAINE UPPER, ARKLOW","Wicklow","","€202,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2017","5 HEATHERTON, KILLARNEY, BRAY","Wicklow","","€419,525.00","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"15/02/2017","AN CLOCH BAN, VALLYMOUNT RD, BALLYKNOCKAN","Wicklow","","€262,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2017","WINSWEEP, GLENCREE, CO WICKLOW","Wicklow","","€206,250.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"16/02/2017","2 GARDEN VILLAGE CRESCENT, KILPEDDER, CO WICKLOW","Wicklow","","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2017","212 GLEBEMOUNT, WICKLOW, WICKLOW","Wicklow","","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2017","4 OAKLANDS, CHURCH LANE, GREYSTONES","Wicklow","","€522,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2017","40 THE MILL, BALTINGLASS, WICKLOW","Wicklow","","€86,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2017","BALLYKNOCKER, SHILLELAGH, COUNTY WICKLOW","Wicklow","","€45,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2017","BLANDINGS, KILNAMANAGH, GLENEALY","Wicklow","","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/02/2017","1 FONTENOY TERRACE, STRAND RD, BRAY","Wicklow","","€665,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/02/2017","10 CHARLESLAND WOOD, GREYSTONES, WICKLOW","Wicklow","","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/02/2017","141 MOUNT CARMEL AVE, WICKLOW, WICKLOW","Wicklow","","€179,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/02/2017","23 LAKESHORE VILLAGE, BURGAGE, BLESSINGTON","Wicklow","","€105,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/02/2017","8 GLENDALE DR, BRAY, WICKLOW","Wicklow","","€362,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/02/2017","19 The Strand, Marina Village, Greystones","Wicklow","","€533,333.33","No","Yes","New Dwelling house /Apartment","greater than or equal to 125 sq metres"
"21/02/2017","208 CHARLESLAND, COURT THE GLEN, GREYSTONES","Wicklow","","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/02/2017","86 THE MALTINGS, BRAY, WICKLOW","Wicklow","","€265,000.00","No","No","Second-Hand Dwelling house /Apartment",""
